team_name,condition,time,fitness
identical,diachronic,87,-1824.0
identical,diachronic,88,-1645.0
identical,diachronic,89,-1600.0
identical,diachronic,90,-1525.0
identical,diachronic,91,-1525.0
identical,diachronic,92,-1525.0
identical,diachronic,93,-1360.0
identical,diachronic,94,-960.0
identical,diachronic,95,-876.0
identical,diachronic,96,-876.0
identical,diachronic,97,-876.0
identical,diachronic,98,-876.0
identical,diachronic,99,-556.0
identical,diachronic,100,-556.0
identical,diachronic,101,-246.0
identical,diachronic,102,-246.0
identical,diachronic,103,-190.0
identical,diachronic,104,-177.0
identical,diachronic,105,3.0
identical,diachronic,106,3.0
identical,diachronic,107,60.0
identical,diachronic,108,82.0
identical,diachronic,109,82.0
identical,diachronic,110,82.0
identical,diachronic,111,98.0
identical,diachronic,112,98.0
identical,diachronic,113,99.0
identical,diachronic,114,99.0
identical,diachronic,115,99.0
identical,diachronic,116,99.0
identical,diachronic,117,99.0
identical,diachronic,118,99.0
identical,diachronic,119,99.0
identical,diachronic,120,99.0
identical,diachronic,121,99.0
identical,diachronic,122,99.0
identical,diachronic,123,99.0
identical,diachronic,124,99.0
identical,diachronic,125,99.0
identical,diachronic,126,99.0
identical,diachronic,127,99.0
identical,diachronic,128,99.0
identical,diachronic,129,99.0
identical,diachronic,130,99.0
identical,diachronic,131,99.0
identical,diachronic,132,99.0
identical,diachronic,133,99.0
identical,diachronic,134,99.0
identical,diachronic,135,99.0
identical,diachronic,136,99.0
identical,diachronic,137,99.0
identical,diachronic,138,99.0
identical,diachronic,139,99.0
identical,diachronic,140,99.0
identical,diachronic,141,99.0
identical,diachronic,142,99.0
identical,diachronic,143,99.0
identical,diachronic,144,99.0
identical,diachronic,145,99.0
identical,diachronic,146,99.0
identical,diachronic,147,99.0
identical,diachronic,148,100.0
identical,diachronic,149,100.0
identical,diachronic,150,100.0
identical,diachronic,151,100.0
identical,diachronic,152,100.0
identical,diachronic,153,100.0
identical,diachronic,154,100.0
identical,diachronic,155,100.0
identical,diachronic,156,100.0
identical,diachronic,157,100.0
identical,diachronic,158,100.0
identical,diachronic,159,100.0
identical,diachronic,160,100.0
identical,diachronic,161,100.0
identical,diachronic,162,100.0
identical,diachronic,163,100.0
identical,diachronic,164,100.0
identical,diachronic,165,100.0
identical,diachronic,166,100.0
identical,diachronic,167,100.0
identical,diachronic,168,100.0
identical,diachronic,169,100.0
identical,diachronic,170,100.0
identical,diachronic,171,100.0
identical,diachronic,172,100.0
identical,diachronic,173,100.0
identical,diachronic,174,100.0
identical,diachronic,175,100.0
identical,diachronic,176,100.0
identical,diachronic,177,100.0
identical,diachronic,178,100.0
identical,diachronic,179,100.0
identical,diachronic,180,100.0
identical,diachronic,181,100.0
identical,diachronic,182,100.0
identical,diachronic,183,100.0
identical,diachronic,184,100.0
identical,diachronic,185,100.0
identical,diachronic,186,100.0
identical,diachronic,187,100.0
identical,diachronic,188,100.0
identical,diachronic,189,100.0
identical,diachronic,190,100.0
identical,diachronic,191,100.0
identical,diachronic,192,100.0
identical,diachronic,193,100.0
identical,diachronic,194,100.0
identical,diachronic,195,100.0
identical,diachronic,196,100.0
identical,diachronic,197,100.0
identical,diachronic,198,100.0
identical,diachronic,199,100.0
overlapping,diachronic,0,-19900
overlapping,diachronic,1,-19900
overlapping,diachronic,2,-19900
overlapping,diachronic,3,-19900
overlapping,diachronic,4,-19900
overlapping,diachronic,5,-19900
overlapping,diachronic,6,-19110.0
overlapping,diachronic,7,-18913.0
overlapping,diachronic,8,-18913.0
overlapping,diachronic,9,-18913.0
overlapping,diachronic,10,-18913.0
overlapping,diachronic,11,-18726.0
overlapping,diachronic,12,-18726.0
overlapping,diachronic,13,-17958.0
overlapping,diachronic,14,-17958.0
overlapping,diachronic,15,-17958.0
overlapping,diachronic,16,-17053.0
overlapping,diachronic,17,-16789.0
overlapping,diachronic,18,-16065.0
overlapping,diachronic,19,-16065.0
overlapping,diachronic,20,-15280.0
overlapping,diachronic,21,-14545.0
overlapping,diachronic,22,-14545.0
overlapping,diachronic,23,-14545.0
overlapping,diachronic,24,-14545.0
overlapping,diachronic,25,-14462.0
overlapping,diachronic,26,-14462.0
overlapping,diachronic,27,-13473.0
overlapping,diachronic,28,-13301.0
overlapping,diachronic,29,-13301.0
overlapping,diachronic,30,-13301.0
overlapping,diachronic,31,-12753.0
overlapping,diachronic,32,-12753.0
overlapping,diachronic,33,-12753.0
overlapping,diachronic,34,-12753.0
overlapping,diachronic,35,-11629.0
overlapping,diachronic,36,-11629.0
overlapping,diachronic,37,-11629.0
overlapping,diachronic,38,-11629.0
overlapping,diachronic,39,-11629.0
overlapping,diachronic,40,-11629.0
overlapping,diachronic,41,-11629.0
overlapping,diachronic,42,-10765.0
overlapping,diachronic,43,-9937.0
overlapping,diachronic,44,-9937.0
overlapping,diachronic,45,-9937.0
overlapping,diachronic,46,-9937.0
overlapping,diachronic,47,-9936.0
overlapping,diachronic,48,-9936.0
overlapping,diachronic,49,-9936.0
overlapping,diachronic,50,-9885.0
overlapping,diachronic,51,-9885.0
overlapping,diachronic,52,-9681.0
overlapping,diachronic,53,-9681.0
overlapping,diachronic,54,-9493.0
overlapping,diachronic,55,-9493.0
overlapping,diachronic,56,-9493.0
overlapping,diachronic,57,-8990.0
overlapping,diachronic,58,-8990.0
overlapping,diachronic,59,-8668.0
overlapping,diachronic,60,-8550.0
overlapping,diachronic,61,-8085.0
overlapping,diachronic,62,-7825.0
overlapping,diachronic,63,-7566.0
overlapping,diachronic,64,-7065.0
overlapping,diachronic,65,-7065.0
overlapping,diachronic,66,-6496.0
overlapping,diachronic,67,-6496.0
overlapping,diachronic,68,-6496.0
overlapping,diachronic,69,-6048.0
overlapping,diachronic,70,-5950.0
overlapping,diachronic,71,-5950.0
overlapping,diachronic,72,-5950.0
overlapping,diachronic,73,-5950.0
overlapping,diachronic,74,-5950.0
overlapping,diachronic,75,-5950.0
overlapping,diachronic,76,-5797.0
overlapping,diachronic,77,-5646.0
overlapping,diachronic,78,-5133.0
overlapping,diachronic,79,-4801.0
overlapping,diachronic,80,-4801.0
overlapping,diachronic,81,-4540.0
overlapping,diachronic,82,-4540.0
overlapping,diachronic,83,-4292.0
overlapping,diachronic,84,-3918.0
overlapping,diachronic,85,-3918.0
overlapping,diachronic,86,-3918.0
overlapping,diachronic,87,-3500.0
overlapping,diachronic,88,-3198.0
overlapping,diachronic,89,-3198.0
overlapping,diachronic,90,-2897.0
overlapping,diachronic,91,-2860.0
overlapping,diachronic,92,-2445.0
overlapping,diachronic,93,-2445.0
overlapping,diachronic,94,-2445.0
overlapping,diachronic,95,-2445.0
overlapping,diachronic,96,-2445.0
overlapping,diachronic,97,-2373.0
overlapping,diachronic,98,-2230.0
overlapping,diachronic,99,-2230.0
overlapping,diachronic,100,-1893.0
overlapping,diachronic,101,-1893.0
overlapping,diachronic,102,-1365.0
overlapping,diachronic,103,-982.0
overlapping,diachronic,104,-982.0
overlapping,diachronic,105,-576.0
overlapping,diachronic,106,-540.0
overlapping,diachronic,107,-540.0
overlapping,diachronic,108,-364.0
overlapping,diachronic,109,-237.0
overlapping,diachronic,110,-36.0
overlapping,diachronic,111,-36.0
overlapping,diachronic,112,-6.0
overlapping,diachronic,113,-6.0
overlapping,diachronic,114,35.0
overlapping,diachronic,115,35.0
overlapping,diachronic,116,35.0
overlapping,diachronic,117,35.0
overlapping,diachronic,118,35.0
overlapping,diachronic,119,35.0
overlapping,diachronic,120,35.0
overlapping,diachronic,121,55.0
overlapping,diachronic,122,55.0
overlapping,diachronic,123,66.0
overlapping,diachronic,124,66.0
overlapping,diachronic,125,66.0
overlapping,diachronic,126,66.0
overlapping,diachronic,127,66.0
overlapping,diachronic,128,66.0
overlapping,diachronic,129,75.0
overlapping,diachronic,130,92.0
overlapping,diachronic,131,92.0
overlapping,diachronic,132,92.0
overlapping,diachronic,133,92.0
overlapping,diachronic,134,95.0
overlapping,diachronic,135,99.0
overlapping,diachronic,136,99.0
overlapping,diachronic,137,99.0
overlapping,diachronic,138,99.0
overlapping,diachronic,139,99.0
overlapping,diachronic,140,99.0
overlapping,diachronic,141,99.0
overlapping,diachronic,142,99.0
overlapping,diachronic,143,99.0
overlapping,diachronic,144,99.0
overlapping,diachronic,145,99.0
overlapping,diachronic,146,99.0
overlapping,diachronic,147,99.0
overlapping,diachronic,148,99.0
overlapping,diachronic,149,99.0
overlapping,diachronic,150,99.0
overlapping,diachronic,151,99.0
overlapping,diachronic,152,99.0
overlapping,diachronic,153,99.0
overlapping,diachronic,154,99.0
overlapping,diachronic,155,99.0
overlapping,diachronic,156,99.0
overlapping,diachronic,157,99.0
overlapping,diachronic,158,99.0
overlapping,diachronic,159,99.0
overlapping,diachronic,160,99.0
overlapping,diachronic,161,99.0
overlapping,diachronic,162,99.0
overlapping,diachronic,163,99.0
overlapping,diachronic,164,99.0
overlapping,diachronic,165,99.0
overlapping,diachronic,166,99.0
overlapping,diachronic,167,99.0
overlapping,diachronic,168,99.0
overlapping,diachronic,169,99.0
overlapping,diachronic,170,99.0
overlapping,diachronic,171,99.0
overlapping,diachronic,172,99.0
overlapping,diachronic,173,99.0
overlapping,diachronic,174,99.0
overlapping,diachronic,175,99.0
overlapping,diachronic,176,99.0
overlapping,diachronic,177,99.0
overlapping,diachronic,178,99.0
overlapping,diachronic,179,99.0
overlapping,diachronic,180,99.0
overlapping,diachronic,181,99.0
overlapping,diachronic,182,99.0
overlapping,diachronic,183,99.0
overlapping,diachronic,184,99.0
overlapping,diachronic,185,99.0
overlapping,diachronic,186,99.0
overlapping,diachronic,187,99.0
overlapping,diachronic,188,99.0
overlapping,diachronic,189,99.0
overlapping,diachronic,190,99.0
overlapping,diachronic,191,99.0
overlapping,diachronic,192,99.0
overlapping,diachronic,193,99.0
overlapping,diachronic,194,99.0
overlapping,diachronic,195,99.0
overlapping,diachronic,196,99.0
overlapping,diachronic,197,99.0
overlapping,diachronic,198,99.0
overlapping,diachronic,199,99.0
disjoint,diachronic,0,-19116.0
disjoint,diachronic,1,-19116.0
disjoint,diachronic,2,-19116.0
disjoint,diachronic,3,-19116.0
disjoint,diachronic,4,-17670.0
disjoint,diachronic,5,-16865.0
disjoint,diachronic,6,-16134.0
disjoint,diachronic,7,-15477.0
disjoint,diachronic,8,-15409.0
disjoint,diachronic,9,-14685.0
disjoint,diachronic,10,-14685.0
disjoint,diachronic,11,-14685.0
disjoint,diachronic,12,-14109.0
disjoint,diachronic,13,-14109.0
disjoint,diachronic,14,-13668.0
disjoint,diachronic,15,-13668.0
disjoint,diachronic,16,-13668.0
disjoint,diachronic,17,-13668.0
disjoint,diachronic,18,-13237.0
disjoint,diachronic,19,-12910.0
disjoint,diachronic,20,-12910.0
disjoint,diachronic,21,-12910.0
disjoint,diachronic,22,-12816.0
disjoint,diachronic,23,-12816.0
disjoint,diachronic,24,-12301.0
disjoint,diachronic,25,-11910.0
disjoint,diachronic,26,-11910.0
disjoint,diachronic,27,-11910.0
disjoint,diachronic,28,-11910.0
disjoint,diachronic,29,-10948.0
disjoint,diachronic,30,-10948.0
disjoint,diachronic,31,-10948.0
disjoint,diachronic,32,-10345.0
disjoint,diachronic,33,-10345.0
disjoint,diachronic,34,-10345.0
disjoint,diachronic,35,-10277.0
disjoint,diachronic,36,-9729.0
disjoint,diachronic,37,-9534.0
disjoint,diachronic,38,-9534.0
disjoint,diachronic,39,-9534.0
disjoint,diachronic,40,-9534.0
disjoint,diachronic,41,-9534.0
disjoint,diachronic,42,-9534.0
disjoint,diachronic,43,-9534.0
disjoint,diachronic,44,-9409.0
disjoint,diachronic,45,-9334.0
disjoint,diachronic,46,-9334.0
disjoint,diachronic,47,-9334.0
disjoint,diachronic,48,-9120.0
disjoint,diachronic,49,-8974.0
disjoint,diachronic,50,-8974.0
disjoint,diachronic,51,-8974.0
disjoint,diachronic,52,-8974.0
disjoint,diachronic,53,-8926.0
disjoint,diachronic,54,-8745.0
disjoint,diachronic,55,-8745.0
disjoint,diachronic,56,-8745.0
disjoint,diachronic,57,-8649.0
disjoint,diachronic,58,-8553.0
disjoint,diachronic,59,-8553.0
disjoint,diachronic,60,-8553.0
disjoint,diachronic,61,-8553.0
disjoint,diachronic,62,-8365.0
disjoint,diachronic,63,-8365.0
disjoint,diachronic,64,-8365.0
disjoint,diachronic,65,-8365.0
disjoint,diachronic,66,-8281.0
disjoint,diachronic,67,-8281.0
disjoint,diachronic,68,-8190.0
disjoint,diachronic,69,-8182.0
disjoint,diachronic,70,-8182.0
disjoint,diachronic,71,-8025.0
disjoint,diachronic,72,-8004.0
disjoint,diachronic,73,-7846.0
disjoint,diachronic,74,-7846.0
disjoint,diachronic,75,-7846.0
disjoint,diachronic,76,-7846.0
disjoint,diachronic,77,-7846.0
disjoint,diachronic,78,-7660.0
disjoint,diachronic,79,-7550.0
disjoint,diachronic,80,-7312.0
disjoint,diachronic,81,-7312.0
disjoint,diachronic,82,-7134.0
disjoint,diachronic,83,-7134.0
disjoint,diachronic,84,-7134.0
disjoint,diachronic,85,-7125.0
disjoint,diachronic,86,-7125.0
disjoint,diachronic,87,-7125.0
disjoint,diachronic,88,-6992.0
disjoint,diachronic,89,-6992.0
disjoint,diachronic,90,-6910.0
disjoint,diachronic,91,-6798.0
disjoint,diachronic,92,-6798.0
disjoint,diachronic,93,-6798.0
disjoint,diachronic,94,-6625.0
disjoint,diachronic,95,-6625.0
disjoint,diachronic,96,-6510.0
disjoint,diachronic,97,-6510.0
disjoint,diachronic,98,-6497.0
disjoint,diachronic,99,-6470.0
disjoint,diachronic,100,-6470.0
disjoint,diachronic,101,-6145.0
disjoint,diachronic,102,-6145.0
disjoint,diachronic,103,-6145.0
disjoint,diachronic,104,-6145.0
disjoint,diachronic,105,-5380.0
disjoint,diachronic,106,-5380.0
disjoint,diachronic,107,-5238.0
disjoint,diachronic,108,-5238.0
disjoint,diachronic,109,-4945.0
disjoint,diachronic,110,-4945.0
disjoint,diachronic,111,-4945.0
disjoint,diachronic,112,-3745.0
disjoint,diachronic,113,-3040.0
disjoint,diachronic,114,-3040.0
disjoint,diachronic,115,-3040.0
disjoint,diachronic,116,-2505.0
disjoint,diachronic,117,-2502.0
disjoint,diachronic,118,-2502.0
disjoint,diachronic,119,-1929.0
disjoint,diachronic,120,-1929.0
disjoint,diachronic,121,-1750.0
disjoint,diachronic,122,-1750.0
disjoint,diachronic,123,-1750.0
disjoint,diachronic,124,-1425.0
disjoint,diachronic,125,-1425.0
disjoint,diachronic,126,-1425.0
disjoint,diachronic,127,-1425.0
disjoint,diachronic,128,-1425.0
disjoint,diachronic,129,-1425.0
