team,landscape,strategy,labor_hours,starting_pos,seed,time,pos,fitness
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,30,"[-12, -103]",-10753
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,31,"[-9, -103]",-10690
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,32,"[-9, -103]",-10690
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,33,"[-9, -103]",-10690
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,34,"[-9, -103]",-10690
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,35,"[-9, -103]",-10690
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,36,"[-9, -103]",-10690
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,37,"[-9, -103]",-10690
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,38,"[-10, -102]",-10504
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,39,"[-10, -102]",-10504
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,40,"[-16, -101]",-10457
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,41,"[-10, -101]",-10301
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,42,"[-3, -101]",-10210
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,43,"[-3, -101]",-10210
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,44,"[-3, -101]",-10210
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,45,"[-7, -100]",-10049
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,46,"[-7, -100]",-10049
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,47,"[-7, -100]",-10049
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,48,"[-7, -100]",-10049
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,49,"[-13, -99]",-9970
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,50,"[-13, -99]",-9970
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,51,"[-13, -99]",-9970
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,52,"[-13, -92]",-8633
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,53,"[-13, -92]",-8633
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,54,"[-13, -87]",-7738
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,55,"[-13, -87]",-7738
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,56,"[-12, -86]",-7540
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,57,"[-13, -85]",-7394
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,58,"[-13, -85]",-7394
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,59,"[-13, -85]",-7394
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,60,"[-13, -85]",-7394
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,61,"[-12, -81]",-6705
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,62,"[-12, -81]",-6705
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,63,"[-12, -72]",-5328
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,64,"[-12, -72]",-5328
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,65,"[-12, -72]",-5328
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,66,"[-12, -72]",-5328
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,67,"[-12, -64]",-4240
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,68,"[-12, -60]",-3744
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,69,"[-12, -60]",-3744
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,70,"[-12, -60]",-3744
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,71,"[-12, -52]",-2848
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,72,"[-12, -52]",-2848
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,73,"[-12, -52]",-2848
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,74,"[-12, -52]",-2848
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,75,"[-12, -52]",-2848
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,76,"[-12, -52]",-2848
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,77,"[-12, -45]",-2169
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,78,"[-11, -38]",-1565
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,79,"[-11, -32]",-1145
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,80,"[-11, -32]",-1145
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,81,"[-10, -27]",-829
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,82,"[-10, -27]",-829
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,83,"[-9, -27]",-810
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,84,"[-10, -24]",-676
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,85,"[-11, -20]",-521
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,86,"[-11, -20]",-521
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,87,"[-11, -20]",-521
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,88,"[-11, -20]",-521
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,89,"[-11, -14]",-317
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,90,"[-11, -14]",-317
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,91,"[-11, -14]",-317
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,92,"[-12, -5]",-169
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,93,"[-12, 0]",-144
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,94,"[-12, 0]",-144
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,95,"[-12, 0]",-144
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,96,"[-12, 0]",-144
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,97,"[-12, 0]",-144
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,98,"[-12, 0]",-144
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",48,99,"[-12, 0]",-144
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,0,"[-100, -100]",-20000
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,1,"[-95, -99]",-18826
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,2,"[-95, -99]",-18826
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,3,"[-95, -99]",-18826
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,4,"[-86, -98]",-17000
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,5,"[-85, -97]",-16634
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,6,"[-85, -97]",-16634
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,7,"[-85, -97]",-16634
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,8,"[-85, -97]",-16634
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,9,"[-85, -97]",-16634
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,10,"[-83, -98]",-16493
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,11,"[-76, -97]",-15185
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,12,"[-76, -96]",-14992
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,13,"[-71, -96]",-14257
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,14,"[-62, -95]",-12869
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,15,"[-62, -95]",-12869
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,16,"[-53, -94]",-11645
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,17,"[-54, -93]",-11565
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,18,"[-46, -94]",-10952
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,19,"[-42, -94]",-10600
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,20,"[-42, -94]",-10600
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,21,"[-42, -94]",-10600
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,22,"[-42, -94]",-10600
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,23,"[-44, -93]",-10585
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,24,"[-44, -93]",-10585
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,25,"[-37, -93]",-10018
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,26,"[-37, -93]",-10018
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,27,"[-37, -93]",-10018
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,28,"[-37, -93]",-10018
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,29,"[-29, -93]",-9490
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,30,"[-27, -93]",-9378
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,31,"[-27, -93]",-9378
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,32,"[-27, -93]",-9378
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,33,"[-21, -92]",-8905
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,34,"[-21, -92]",-8905
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,35,"[-21, -92]",-8905
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,36,"[-15, -93]",-8874
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,37,"[-7, -92]",-8513
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,38,"[-7, -92]",-8513
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,39,"[-7, -92]",-8513
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,40,"[-7, -92]",-8513
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,41,"[-7, -92]",-8513
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,42,"[-7, -92]",-8513
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,43,"[-6, -91]",-8317
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,44,"[1, -90]",-8101
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,45,"[1, -90]",-8101
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,46,"[1, -90]",-8101
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,47,"[1, -90]",-8101
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,48,"[0, -89]",-7921
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,49,"[0, -89]",-7921
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,50,"[0, -89]",-7921
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,51,"[0, -89]",-7921
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,52,"[0, -89]",-7921
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,53,"[-1, -83]",-6890
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,54,"[-1, -78]",-6085
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,55,"[-1, -78]",-6085
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,56,"[-1, -78]",-6085
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,57,"[-1, -75]",-5626
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,58,"[0, -72]",-5184
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",49,59,"[0, -72]",-5184
