team,landscape,strategy,labor_hours,starting_pos,seed,time,pos,fitness
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,32,"[-29, -104]",-11657
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,33,"[-29, -104]",-11657
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,34,"[-29, -104]",-11657
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,35,"[-32, -103]",-11633
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,36,"[-28, -102]",-11188
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,37,"[-19, -102]",-10765
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,38,"[-12, -103]",-10753
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,39,"[-12, -103]",-10753
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,40,"[-12, -103]",-10753
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,41,"[-12, -103]",-10753
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,42,"[-3, -103]",-10618
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,43,"[-2, -102]",-10408
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,44,"[-7, -101]",-10250
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,45,"[-2, -101]",-10205
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,46,"[-8, -100]",-10064
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,47,"[-5, -99]",-9826
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,48,"[-5, -99]",-9826
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,49,"[-1, -98]",-9605
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,50,"[-1, -98]",-9605
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,51,"[-1, -98]",-9605
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,52,"[-2, -91]",-8285
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,53,"[-2, -83]",-6893
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,54,"[-1, -74]",-5477
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,55,"[-1, -74]",-5477
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,56,"[-1, -65]",-4226
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,57,"[-1, -65]",-4226
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,58,"[-1, -58]",-3365
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,59,"[-1, -58]",-3365
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,60,"[-1, -58]",-3365
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,61,"[0, -50]",-2500
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,62,"[0, -50]",-2500
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,63,"[0, -50]",-2500
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,64,"[0, -50]",-2500
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,65,"[1, -44]",-1937
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,66,"[1, -42]",-1765
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,67,"[2, -41]",-1685
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,68,"[1, -39]",-1522
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,69,"[1, -35]",-1226
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,70,"[1, -35]",-1226
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,71,"[1, -35]",-1226
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,72,"[1, -35]",-1226
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,73,"[2, -33]",-1093
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,74,"[2, -33]",-1093
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,75,"[1, -33]",-1090
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,76,"[2, -26]",-680
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,77,"[2, -26]",-680
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,78,"[1, -20]",-401
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,79,"[1, -20]",-401
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,80,"[2, -11]",-125
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,81,"[3, -2]",-13
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,82,"[2, 1]",-5
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,83,"[2, 1]",-5
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,84,"[2, 1]",-5
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,85,"[2, 1]",-5
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,86,"[2, 1]",-5
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,87,"[2, 0]",-4
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,88,"[2, 0]",-4
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,89,"[2, 0]",-4
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,90,"[2, 0]",-4
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,91,"[2, 0]",-4
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,92,"[2, 0]",-4
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,93,"[1, -1]",-2
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,94,"[1, -1]",-2
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,95,"[1, -1]",-2
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,96,"[1, -1]",-2
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,97,"[1, -1]",-2
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,98,"[1, -1]",-2
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",0,99,"[1, -1]",-2
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,0,"[-94, -101]",-19037
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,1,"[-94, -101]",-19037
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,2,"[-94, -101]",-19037
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,3,"[-94, -101]",-19037
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,4,"[-91, -102]",-18685
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,5,"[-86, -103]",-18005
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,6,"[-78, -104]",-16900
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,7,"[-70, -103]",-15509
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,8,"[-70, -103]",-15509
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,9,"[-70, -103]",-15509
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,10,"[-70, -103]",-15509
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,11,"[-70, -103]",-15509
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,12,"[-65, -102]",-14629
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,13,"[-65, -102]",-14629
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,14,"[-57, -103]",-13858
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,15,"[-48, -104]",-13120
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,16,"[-44, -105]",-12961
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,17,"[-40, -104]",-12416
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,18,"[-38, -104]",-12260
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,19,"[-38, -104]",-12260
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,20,"[-30, -103]",-11509
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,21,"[-24, -104]",-11392
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,22,"[-24, -104]",-11392
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,23,"[-18, -104]",-11140
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,24,"[-18, -104]",-11140
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,25,"[-18, -104]",-11140
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,26,"[-18, -104]",-11140
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,27,"[-9, -104]",-10897
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,28,"[-9, -104]",-10897
"{""players"": [{""vision_x"": 9, ""vision_y"": 1}, {""vision_x"": 1, ""vision_y"": 9}], ""name"": ""disjoint""}",SimpleHill,diachronic,50,"(-100, -100)",1,29,"[-9, -104]",-10897
